Pg_0,Pg_1,Pg_2,Pg_3,Pg_4,Pg_5,Pg_6,Pg_7,Pg_8,Pg_9,contingency_index,W_k,u_j_0,Z_k_0,u_j_1,Z_k_1,u_j_2,Z_k_2,u_j_3,Z_k_3,u_j_4,Z_k_4
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,8,3.2787104464733637e-09,7.952046708936791,3.0658928518425153e-10,4.600876032972782,6.148650368745209e-13,7.9520467372355474,1.8123497033122495e-10,2.0022621059724606,1.305656170133491e-09,7.952046638220555,1.2425862600448682e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,9,3.16308774258953e-09,7.952046708936551,2.966210954354655e-10,4.600813082444227,5.943531451024184e-13,7.952046737235363,1.7505827998145244e-10,2.00226210597249,1.2610859340380208e-09,7.952046638220397,1.2016653489534201e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,10,3.198315754192208e-09,7.952046708936626,2.9964553529573455e-10,4.600833964197263,6.005896378645148e-13,7.9520467372354195,1.7693831085005428e-10,2.0022621059724814,1.27469261538825e-09,7.952046638220445,1.214094518058171e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,11,3.1662313707367167e-09,7.952046708936575,2.9671655459442605e-10,4.600818583141887,5.94591103779966e-13,7.952046737235378,1.751389171005043e-10,2.002262105972482,1.2617335546675197e-09,7.9520466382204065,1.202100269009866e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,12,3.241467023763321e-09,7.952046708936705,3.0346494509506943e-10,4.600854863286178,6.084204625369533e-13,7.952046737235482,1.7929048282474176e-10,2.0022621059724734,1.2916074152282756e-09,7.9520466382205,1.2297433560970826e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,13,2.824575541191828e-09,7.952046708936825,2.719183881783504e-10,4.600652200967313,5.437325372015246e-13,7.952046737235301,1.599357702414538e-10,2.0022621059724344,1.1516070103212334e-09,7.952046638220132,1.100485969946422e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,14,4.3538482620834164e-09,7.952046708937895,4.0122952872003193e-10,4.606800216889697,8.052611711517636e-13,7.952046737236502,2.394205447148334e-10,2.002262105974566,1.7187853472300546e-09,7.952046638221376,1.6282628333258022e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,15,3.2443313525331564e-09,7.952046708936714,3.036901105790832e-10,4.600858172560937,6.08901591587605e-13,7.952046737235489,1.7943964572316678e-10,2.002262105972474,1.2927183406822339e-09,7.952046638220505,1.2306875120034677e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,16,3.24698913323744e-09,7.9520467089367015,3.041055862599929e-10,4.600858161906655,6.097362820037617e-13,7.952046737235483,1.7968537402925589e-10,2.002262105972484,1.2944904337511278e-09,7.952046638220502,1.2323739507304202e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,17,3.1280444323150275e-09,7.952046708936516,2.9319792641467633e-10,4.600798642565996,5.873734828832468e-13,7.95204673723533,1.7297270036611808e-10,2.0022621059724783,1.2460801259862718e-09,7.952046638220362,1.187678360423756e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,18,2.9152334179291914e-09,7.952046708936236,2.758561250762216e-10,4.600685964479238,5.517455392575905e-13,7.9520467372351025,1.6226878942077876e-10,2.0022621059724544,1.1688566063895175e-09,7.952046638220155,1.1165647017701505e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,19,3.1316317679821265e-09,7.952046708936522,2.9350947253423854e-10,4.600799249597753,5.880011399411285e-13,7.952046737235334,1.731593758393225e-10,2.0022621059724757,1.2474056647603372e-09,7.952046638220366,1.18894214819858e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,20,3.1736127669018876e-09,7.952046708936584,2.9741071338388186e-10,4.600821260259232,5.960034465251375e-13,7.952046737235387,1.7556089545757945e-10,2.002262105972482,1.264744280713863e-09,7.9520466382204145,1.2049325863628718e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,21,2.802190093863399e-09,7.95204670893631,2.695907191634018e-10,4.600720181084681,5.393424271689895e-13,7.952046737235084,1.5869625546550178e-10,2.0022621059724512,1.1444111694815559e-09,7.952046638220057,1.091204121282771e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,22,3.0402321135186808e-09,7.952046708936375,2.8512844214474383e-10,4.600750021989214,5.70812129544719e-13,7.952046737235215,1.6800084167019192e-10,2.002262105972475,1.2102105488960876e-09,7.952046638220258,1.1545992932169222e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,23,3.2492264868961043e-09,7.95204670893673,3.0404578176192993e-10,4.6008611318350425,6.09638487695463e-13,7.9520467372355,1.7966223298009555e-10,2.0022621059724686,1.2943184294489329e-09,7.952046638220514,1.232151946721318e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,24,3.1751852087819902e-09,7.952046708936591,2.975008033136622e-10,4.600822650151384,5.961950510843165e-13,7.952046737235391,1.7562023715357995e-10,2.0022621059724783,1.265167469005135e-09,7.952046638220418,1.205308323377793e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,25,2.971065718384411e-09,7.952046708936264,2.7876253797001184e-10,4.600711468559503,5.577606269854583e-13,7.9520467372351265,1.6408609642756839e-10,2.002262105972475,1.1819888433492007e-09,7.952046638220179,1.1285222056133267e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,26,3.0385917057094372e-09,7.952046708936362,2.850986947336273e-10,4.6007491876560795,5.707478875130423e-13,7.952046737235208,1.6797972412358951e-10,2.002262105972485,1.2100997875357744e-09,7.952046638220254,1.1544762572158446e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,27,3.113963640359625e-09,7.9520467089364955,2.918815322854501e-10,4.600791400152727,5.846760519091519e-13,7.952046737235312,1.7216378405676048e-10,2.0022621059724774,1.2402691588731826e-09,7.952046638220345,1.1822860164191302e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,28,2.9292265999270327e-09,7.952046708936221,2.757883065627993e-10,4.6006893712193175,5.516364832553192e-13,7.952046737235097,1.6224171320704302e-10,2.002262105972478,1.168712691586512e-09,7.952046638220159,1.1163179646104867e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,29,3.346554311541168e-09,7.952046708936875,3.1300914263493026e-10,4.600896743130632,6.27915277881228e-13,7.952046737235618,1.8512172481523567e-10,2.002262105972476,1.3336492194801555e-09,7.952046638220622,1.2687870328741327e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,30,2.7261851479122546e-09,7.952046708936162,2.6359085564781673e-10,4.600595975309587,5.265270464330214e-13,7.9520467372350625,1.5468610720508094e-10,2.0022621059724424,1.114319809185625e-09,7.952046638220136,1.0662818817207113e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,31,3.0627588006301676e-09,7.952046708936371,2.876848634773323e-10,4.600758965753364,5.76009722944463e-13,7.952046737235222,1.6954723301782217e-10,2.0022621059725068,1.2213931837304143e-09,7.952046638220274,1.1650340172466295e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,32,1.884844061070451e-09,7.952046708935667,1.804879071842518e-10,4.600345744267429,3.590586472986307e-13,7.9520467372351025,1.053495974276947e-10,2.002262105974604,7.574846466454786e-10,7.95204663822073,7.281740649120915e-11
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,33,1.8816214474799178e-09,7.95204670893537,1.8726648953571613e-10,4.600225849074269,3.7213375838269315e-13,7.952046737234785,1.0904646547460996e-10,2.0022621059746024,7.837222707793657e-10,7.952046638220312,7.55351852752737e-11
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,34,3.0843457743643757e-09,7.952046708936422,2.898181419961512e-10,4.600755959706287,5.802479477757398e-13,7.952046737235263,1.7079879064118782e-10,2.0022621059725125,1.2301600801696022e-09,7.952046638220316,1.173635453587368e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,35,0.7189107745141922,7.952046708935321,1.3631534996813344e-13,4.6491648026936945,4.442367160206665e-14,7.952046737234774,8.313074106584528e-14,2.002262105974602,4.203295592199596,7.9520466382203105,3.1505471073535463e-09
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,36,19.28470547039726,7.952046708938222,1.2782152388315595e-09,4.600149385102634,2.5952678337632024e-12,7.952046737236857,7.690435874135229e-10,2.0022621059575285,0.06619439512447255,7.952046638221346,5.40633239878466e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,37,2.95739238016807e-09,7.952046708935358,2.945851501026114e-10,4.680640662072009,5.641330962232523e-13,7.952046737234845,1.7010711432821306e-10,2.0022621059745984,1.2518829456095327e-09,7.952046638220276,2.5424690134685792e-12
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,38,2.316141197153137e-08,7.952046708934608,2.25889990990791e-09,4.59217457614132,5.3686942684899624e-12,7.9520467372362615,1.649015250542814e-09,2.002262105974673,-8.260215959949392e-12,7.952046638221637,1.0488787607503538e-09
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,39,3.573369310264589e-09,7.952046708935839,3.4807986946494736e-10,4.599867595105033,6.859982894371002e-13,7.952046737234513,1.2410001038144998e-10,2.0022621059741663,1.4765695589773592e-09,7.9520466382201125,1.401433773277126e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,40,6.914910363857041e-09,7.952046708936961,6.378276463100347e-10,4.601711210067286,1.2959196032073205e-12,7.952046737236071,3.8765648310333957e-10,2.002262105975271,2.8856299809496054e-09,7.952046638221475,2.606192431082288e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,41,3.302463031479894e-09,7.952046708935219,1.7779256475562948e-10,4.600024004207334,6.320020866250556e-13,7.952046737235311,1.8395964080910853e-10,2.0022621059726795,1.2876332820871876e-09,7.952046638220254,1.2883057074601717e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,42,7.335627627176206e-09,7.952046708938727,6.617813873872342e-10,4.605290754246008,1.3302465284335721e-12,7.952046737237282,3.9539538056458225e-10,2.0022621059741983,2.7896574603019887e-09,7.952046638222302,2.686616085401003e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,43,3.4122465212454233e-09,7.952046708936718,3.197564822312287e-10,4.6072152285494115,6.394894081958989e-13,7.952046737235536,1.8886305214678763e-10,2.002262105972604,1.3625395622707303e-09,7.95204663822058,1.2958426591116295e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,44,3.4671077651557762e-09,7.952046708936767,3.2647287926915906e-10,4.608873668960859,6.521528637723431e-13,7.952046737235567,1.9270006108441111e-10,2.0022621059726236,1.3968069423069024e-09,7.952046638220604,1.3226592562364653e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,45,3.452668781136159e-09,7.952046708936968,3.2275697930234984e-10,4.6033193296431705,6.467063302661179e-13,7.952046737235697,1.908213049021204e-10,2.002262105972456,1.371230829936786e-09,7.952046638220684,1.3081013836147573e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,46,3.313534608660092e-09,7.952046708937037,3.042321952203623e-10,4.61961976861371,6.153960032317968e-13,7.952046737235721,1.827233527453479e-10,2.002262105972323,1.3193081257189813e-09,7.952046638220663,1.2531425170154613e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,47,3.885763498690294e-09,7.952046708937578,3.6287914584015924e-10,4.604769948087799,7.259124193043275e-13,7.952046737236185,2.1422801479314887e-10,2.0022621059723935,1.5378731356696536e-09,7.952046638221098,1.4697797228470345e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,48,3.082121470947524e-09,7.952046708937018,2.9407409469156947e-10,4.603941070592592,5.906148140685806e-13,7.952046737235693,1.7474370715290427e-10,2.002262105972294,1.2646775417233754e-09,7.952046638220647,1.1934364660241646e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,49,1.3357725982528901e-09,7.952046708934548,1.2270430785491935e-10,4.601068227279665,2.458642975171685e-13,7.952046737234102,7.253445943596355e-11,2.0022621059752783,5.226282485218409e-10,7.952046638219673,4.9698941818722545e-11
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,50,3.57673801533602e-09,7.952046708936859,3.3670686647217357e-10,4.605701953176513,6.734685169184725e-13,7.9520467372356505,1.9877608083315097e-10,2.0022621059726373,1.4432152542380382e-09,7.952046638220683,1.364111913088859e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,51,2.7088397474773657e-09,7.9520467089356615,2.6076125207786397e-10,4.625849157876164,5.16879775273615e-13,7.952046737235106,1.5356947084084262e-10,2.002262105974596,1.4028917365493218e-09,7.952046638220308,7.100013469370851e-13
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,52,1.1025209649989026e-10,7.952046708935326,6.878899329223593e-12,4.58688414002795,2.0025832065552735e-14,7.952046737234779,7.700110080487997e-12,2.0022621059745984,2.9531651134438474e-12,7.952046638220316,3.691654043765436e-12
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,53,3.437813605521293e-09,7.952046708936978,3.2161693946908895e-10,4.602414158997462,6.44671126356632e-13,7.952046737235705,1.901615753235636e-10,2.0022621059724677,1.3716738597609557e-09,7.952046638220697,1.3035302421319873e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,54,3.3335713634163585e-09,7.952046708936898,3.113893624527968e-10,4.600919710236404,6.247139338386977e-13,7.952046737235632,1.8419822912495657e-10,2.0022621059724512,1.3263665091425262e-09,7.95204663822063,1.2622663159256695e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,55,3.517967208279502e-09,7.952046708937083,3.2891240666872927e-10,4.602970891958163,6.591485504812212e-13,7.952046737235787,1.944610721776581e-10,2.002262105972443,1.3968920038868246e-09,7.952046638220765,1.33317401559979e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,56,3.748989557358557e-09,7.952046708937059,3.5253960136485456e-10,4.611346240209509,7.031869285906896e-13,7.952046737235808,2.0795988573178904e-10,2.0022621059726173,1.5164228121569664e-09,7.952046638220811,1.4278414146166656e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,57,3.3369464072720585e-09,7.952046708936859,3.121460182014017e-10,4.600931797512543,6.262378037414069e-13,7.952046737235609,1.846475465679326e-10,2.00226210597248,1.3293558511189003e-09,7.952046638220618,1.2653463740702328e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,58,3.336176730984956e-09,7.952046708936884,3.118091965906701e-10,4.600902410424856,6.255641727562732e-13,7.952046737235624,1.844437966774482e-10,2.002262105972462,1.3288238372785697e-09,7.952046638220626,1.2639758142222867e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,59,3.348293324547534e-09,7.9520467089368,3.139984920062678e-10,4.6017748526231195,6.297469310540455e-13,7.9520467372355705,1.8569645671503603e-10,2.002262105972539,1.3664329300474086e-09,7.952046638220591,1.2730006501018179e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,60,3.3382741390014455e-09,7.95204670893687,3.1215909798205646e-10,4.60090230165642,6.262685581306257e-13,7.952046737235617,1.8465159477529098e-10,2.0022621059724717,1.3303536367109605e-09,7.952046638220623,1.2653980065402878e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,61,3.480562390652802e-09,7.952046708936539,3.2943518803349295e-10,4.60199834062433,6.598227772289155e-13,7.95204673723519,1.4247538601272188e-10,2.002262105972841,1.4027544536299472e-09,7.952046638220534,1.3346072470471978e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,62,2.6980870672830878e-09,7.952046708936341,2.582449607165677e-10,4.6048773371780225,5.184972144724999e-13,7.95204673723517,1.5353238139903473e-10,2.0022621059725183,1.0764083076323135e-09,7.9520466382201445,1.0479330858758792e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,63,3.75847284055705e-09,7.952046708936939,3.5382568948807383e-10,4.6110676250255604,7.057506685801166e-13,7.9520467372357215,2.0867330174355185e-10,2.002262105972662,1.511033761541421e-09,7.952046638220742,1.4329216191380204e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,64,3.7514316833874475e-09,7.952046708937252,3.514267057883321e-10,4.602969822421845,7.040222247281968e-13,7.95204673723595,2.0771858007790345e-10,2.002262105972515,1.5004561179860744e-09,7.952046638220925,1.42400159661553e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,65,3.389913032829028e-09,7.952046708936758,3.186820367020717e-10,4.60143473925986,6.391774724888132e-13,7.952046737235555,1.8851491229166796e-10,2.002262105972609,1.355869590820515e-09,7.9520466382206,1.2920183052941685e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,66,3.325905983415867e-09,7.952046708936946,3.1009310558061884e-10,4.600904916410409,6.221085748068625e-13,7.9520467372356585,1.834299166880304e-10,2.002262105972414,1.3212168260353317e-09,7.952046638220643,1.2569997229408584e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,67,3.380778394304154e-09,7.9520467089364475,3.2027413418380635e-10,4.613072849161537,6.380107852219931e-13,7.952046737235336,1.886199962338259e-10,2.0022621059727936,1.373087885458121e-09,7.952046638220428,1.2969288638507692e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,68,3.5552741314435074e-09,7.952046708937027,3.2793350401329127e-10,4.606953981808788,6.663470221067463e-13,7.952046737235768,1.967914166855946e-10,2.002262105972492,1.4176232935870246e-09,7.952046638220751,1.3502874454294028e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,69,3.1959064625090315e-09,7.952046708935816,1.0501853129969198e-10,4.604223198005414,6.119833221493348e-13,7.952046737235946,1.808507923764031e-10,2.002262105972218,1.2963737516328333e-09,7.952046638220857,1.2376006901607266e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,70,6.095877149709301e-09,7.95204670893871,5.452315354920763e-10,4.613576237291014,1.1187134502109522e-12,7.952046737237345,3.3458404028777986e-10,2.0022621059745953,2.4125661194562596e-09,7.952046638222302,2.2630793631506476e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,71,2.3899321494024592,7.95204670893532,31.71328169961011,4.592111520955135,2.4172881067455067e-16,7.952046737234774,-1.2338358690260222e-10,2.0022621059746015,1.4498706648436402e-10,7.9520466382203105,-1.2353520971099006e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,72,3.768050178455465e-09,7.9520467089360825,3.5939865252003686e-10,4.600930969640293,7.209063751780398e-13,7.952046737235185,2.1269481882690123e-10,2.002262105973456,1.534153342087262e-09,7.9520466382204535,1.4584901539382123e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,73,2.9703163553712297,7.952046708935321,4.5708975899722826e-11,4.597317085326194,1.1596594318460266e-16,7.952046737234772,30.977929530863044,2.0022621059746024,4.947693096085471e-11,7.9520466382203105,4.5716550157563525e-11
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,74,3.2858386854896224e-09,7.952046708936906,3.092448062876067e-10,4.600872758890256,6.203650524096915e-13,7.952046737235633,1.829125846916477e-10,2.002262105972509,1.3177448003980051e-09,7.952046638220621,1.253483097029136e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,75,3.281184169394209e-09,7.9520467089369316,3.0850675674429987e-10,4.600872766540983,6.188814313037065e-13,7.952046737235647,1.8247561820887793e-10,2.0022621059724903,1.3145931584810533e-09,7.952046638220628,1.250486512468237e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,76,2.272858446050635e-09,7.952046708935369,2.2941415923051643e-10,4.5925281461469245,4.616606773384288e-13,7.95204673723471,1.3609043940254537e-10,2.002262105974531,1.0244787133728908e-09,7.9520466382201045,9.315957383127922e-11
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,77,0.018125190345429632,7.952046708935321,9.91593596968045e-14,4.570689565954277,4.793726559262439e-17,7.952046737234774,9.256404014939898e-14,2.002262105974602,8.018854001752123,7.9520466382203105,8.809587871312483e-14
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,78,4.2969453039857825e-09,7.952046708934475,4.4585623598354776e-10,4.600552318327211,8.878462251175552e-13,7.952046737234511,2.6114681336654597e-10,2.0022621059725103,1.4278128490941917e-09,7.952046638219957,3.0951173820663184e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,79,4.192940744082742e-09,7.9520467089358595,4.384209132703499e-10,4.600431443589214,8.76404236653873e-13,7.95204673723601,2.5880709436466123e-10,2.0022621059724774,1.8726345270135236e-09,7.952046638222887,1.7714161401402744e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,80,3.3039243087443686e-09,7.952046708937061,3.097147786707875e-10,4.6004380616106015,6.215429616711177e-13,7.952046737235735,1.8326264052860354e-10,2.002262105972439,1.32042608319433e-09,7.952046638220692,1.2555125281068797e-10
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,81,34.844549322716276,7.952046708935321,-36.10796293129738,9.116715135315028,-1.113598967467492e-14,7.952046737234774,-36.10796293249092,2.002262105974602,-36.1074932436191,7.9520466382203105,-36.10796234519316
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,0,9.992552264068724e-12,7.876686097511696,2.4923953590581616e-13,4.1120583005662725,1.923200916207343e-15,7.856161810631396,1.6033152161264903e-13,2.000001783332056,3.646547836853856e-08,8.026016543352993,2.564231959489103e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,1,2.31724629883836e-10,7.87668609751173,6.257423924750163e-12,4.1143250381254965,4.9133350848848947e-14,7.856161810631423,4.144431054711949e-12,2.000001783332079,9.667099441899667e-07,8.02601654335301,6.79786272224768e-05
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,2,1.1848072049447177e-11,7.876686097511696,3.03739842780452e-13,4.112332664600956,2.3546260062791325e-15,7.856161810631396,1.9679487609391077e-13,2.000001783332056,4.4645582845729463e-08,8.026016543352993,3.1394520231866826e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,3,1.228812259808076e-11,7.876686097511696,3.1578463954326394e-13,4.112401275500658,2.4510495273558613e-15,7.856161810631396,2.0499880988894644e-13,2.000001783332056,4.647456197526127e-08,8.026016543352993,3.2680646175900715e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,4,1.1968573773706907e-11,7.876686097511696,3.0710722971252525e-13,4.112353883602577,2.3816058557319584e-15,7.856161810631396,1.9909786349885654e-13,2.000001783332056,4.5156930484557926e-08,8.026016543352993,3.175409754919577e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,5,1.1999873303576828e-11,7.876686097511696,3.0793773149062964e-13,4.112358656486425,2.3881638967762176e-15,7.856161810631396,1.9966719046810366e-13,2.000001783332056,4.52818553111138e-08,8.026016543352993,3.1841944689081766e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,6,1.2326775269779762e-11,7.876686097511696,3.168870245810819e-13,4.1124083357051155,2.4598605711232488e-15,7.856161810631396,2.0575733719911346e-13,2.000001783332056,4.664273013555361e-08,8.026016543352993,3.2798901306034933e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,7,1.2310640856230605e-11,7.876686097511696,3.164505263016111e-13,4.112405820216487,2.4563465119379275e-15,7.856161810631396,2.0545983694117247e-13,2.000001783332056,4.6576504071129156e-08,8.026016543352993,3.2752332451801307e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,8,1.2719477396012784e-11,7.876686097511696,3.2746292188679633e-13,4.112466623845984,2.5444543240421057e-15,7.856161810631396,2.129725724101897e-13,2.000001783332056,4.825222488641892e-08,8.026016543352993,3.393068935409857e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,9,1.2271899314963619e-11,7.876686097511696,3.153909915391058e-13,4.112399869783286,2.447932668064833e-15,7.856161810631396,2.0473472046433172e-13,2.000001783332056,4.6416112405832424e-08,8.026016543352993,3.2639544955250433e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,10,1.2422209693858934e-11,7.876686097511696,3.194603390404294e-13,4.112421953565429,2.4803420497208927e-15,7.856161810631396,2.0751238726471498e-13,2.000001783332056,4.703149864909469e-08,8.026016543352993,3.3072281572430568e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,11,1.2312966014957216e-11,7.876686097511696,3.1645417603042094e-13,4.1124056900443815,2.456626968105391e-15,7.856161810631396,2.0545723012434363e-13,2.000001783332056,4.6576165035943263e-08,8.026016543352993,3.2752091784776652e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,12,1.2568132168388074e-11,7.876686097511696,3.234343664315958e-13,4.112443860899103,2.512220226217727e-15,7.856161810631396,2.1022407574342334e-13,2.000001783332056,4.763851826947017e-08,8.026016543352993,3.3499135365417795e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,13,1.1167656973658396e-11,7.876686097511696,2.836987525018375e-13,4.112250581195836,2.1964043153354564e-15,7.856161810631396,1.8343287589625534e-13,2.000001783332056,4.164377906482006e-08,8.026016543352993,2.9283666094535757e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,14,3.684242603640468e-11,7.876686097511692,9.64379913725161e-13,4.114147337869202,7.546554309205243e-15,7.856161810631394,6.351353296096143e-13,2.0000017833320607,1.4327753999500065e-07,8.026016543352991,1.0075188685123574e-05
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,15,1.2591718438442043e-11,7.876686097511696,3.2399323515754367e-13,4.112447586904331,2.516959651688386e-15,7.856161810631396,2.1059814278622308e-13,2.000001783332056,4.772690732741743e-08,8.026016543352993,3.356128912747676e-06
663.0,646.0,663.0,652.0,508.0,663.0,580.0,564.0,657.0,657.0,16,1.2591763545001736e-11,7.876686097511696,3.2403591070451124e-13,4.112447430100194,2.5169693646535343e-15,7.856161810631396,2.1063875298304592e-13,2.000001783332056,4.772735121448653e-08,8.026016543352993,3.3561599810714906e-06
